Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,,,,,,,,,
,,Sound editor,S373,12,15,8,19,6,13,13,20,,,,,,,,,
,,Sound editor,S374,13,15,9,18,8,14,13,17,,,,,,,,,
,,Sound editor,S375,11,16,10,19,9,12,13,18,,,,,,,,,
,,Sound editor,S376,12,18,9,20,10,13,14,18,,,,,,,,,
,,Sound editor,S377,13,19,8,15,9,12,14,19,,,,,,,,,
,,Sound editor,S378,14,20,7,16,8,13,14,20,,,,,,,,,
,,Sound editor,S379,12,15,5,17,7,14,14,17,,,,,,,,,
,,Sound editor,S380,13,16,6,18,5,12,14,18,,,,,,,,,
,,Sound editor,S381,14,17,10,19,6,13,14,18,,,,,,,,,
,,Sound editor,S382,12,18,5,20,10,11,14,19,,,,,,,,,
,,Sound editor,S383,13,19,6,17,9,12,14,20,,,,,,,,,
,,Sound editor,S384,14,20,7,18,8,13,14,17,,,,,,,,,
,,Sound editor,S385,12,17,8,19,7,14,14,18,,,,,,,,,
,,Sound editor,S386,13,18,9,20,6,12,14,18,,,,,,,,,
,,Sound editor,S387,14,18,10,15,5,13,14,19,,,,,,,,,
,,Sound editor,S388,12,19,5,18,10,11,14,20,,,,,,,,,
,,Sound editor,S389,13,20,6,19,9,12,14,17,,,,,,,,,
,,Sound editor,S390,14,15,7,20,8,13,14,18,,,,,,,,,
,,Sound editor,S391,12,16,8,15,7,14,14,18,,,,,,,,,
,,Sound editor,S392,13,17,9,16,6,12,14,19,,,,,,,,,
,,Sound editor,S393,14,18,10,17,5,13,14,20,,,,,,,,,
,,Sound editor,S394,12,19,5,18,10,11,14,17,,,,,,,,,
,,Sound editor,S395,13,20,6,19,9,12,14,18,,,,,,,,,
,,Sound editor,S396,14,17,7,20,8,13,14,18,,,,,,,,,
,,Sound editor,S397,12,18,8,17,7,14,14,19,,,,,,,,,
,,Sound editor,S398,13,19,9,18,6,12,14,20,,,,,,,,,
,,Sound editor,S399,14,20,10,19,5,13,14,17,,,,,,,,,
,,Sound editor,S400,12,15,8,20,5,11,14,18,,,,,,,,,
9,,Music teacher,S401,15,20,11,5,8,19,13,12,,,,,,,,,
,,Music teacher,S402,16,17,12,6,9,19,14,13,,,,,,,,,
,,Music teacher,S403,17,18,13,7,10,19,11,14,,,,,,,,,
,,Music teacher,S404,18,19,14,8,5,19,12,11,,,,,,,,,
,,Music teacher,S405,19,20,14,9,6,19,13,12,,,,,,,,,
,,Music teacher,S406,20,20,13,10,8,19,14,13,,,,,,,,,
,,Music teacher,S407,15,17,12,5,9,19,11,14,,,,,,,,,
,,Music teacher,S408,15,18,11,6,10,19,12,11,,,,,,,,,
,,Music teacher,S409,17,19,11,7,5,19,13,12,,,,,,,,,
,,Music teacher,S410,18,20,12,8,6,19,14,13,,,,,,,,,
,,Music teacher,S411,19,19,13,9,8,19,11,14,,,,,,,,,
,,Music teacher,S412,20,20,14,10,9,19,12,11,,,,,,,,,
,,Music teacher,S413,15,20,14,5,10,19,13,12,,,,,,,,,
,,Music teacher,S414,16,20,13,6,5,19,14,13,,,,,,,,,
,,Music teacher,S415,17,17,12,7,6,19,11,14,,,,,,,,,
,,Music teacher,S416,18,18,11,8,8,19,12,11,,,,,,,,,
,,Music teacher,S417,19,19,11,9,9,19,13,12,,,,,,,,,
,,Music teacher,S418,20,20,12,10,10,19,14,13,,,,,,,,,
,,Music teacher,S419,17,17,13,5,5,19,11,14,,,,,,,,,
,,Music teacher,S420,18,18,14,6,6,19,12,11,,,,,,,,,
,,Music teacher,S421,19,19,14,7,8,19,13,12,,,,,,,,,
,,Music teacher,S422,20,20,13,8,9,19,14,13,,,,,,,,,
,,Music teacher,S423,15,17,12,9,10,19,11,14,,,,,,,,,
,,Music teacher,S424,15,18,11,10,5,19,12,11,,,,,,,,,
,,Music teacher,S425,16,19,11,5,6,19,13,12,,,,,,,,,
,,Music teacher,S426,17,20,12,6,8,17,14,13,,,,,,,,,
,,Music teacher,S427,17,17,13,7,9,18,11,14,,,,,,,,,
,,Music teacher,S428,18,18,14,8,10,19,12,11,,,,,,,,,
,,Music teacher,S429,19,19,14,9,5,20,13,12,,,,,,,,,
,,Music teacher,S430,20,20,13,10,6,19,14,13,,,,,,,,,
,,Music teacher,S431,19,20,12,5,8,17,11,14,,,,,,,,,
,,Music teacher,S432,20,20,11,6,9,18,12,11,,,,,,,,,
,,Music teacher,S433,17,20,11,7,10,19,13,12,,,,,,,,,
,,Music teacher,S434,18,17,12,8,5,20,14,13,,,,,,,,,
,,Music teacher,S435,19,18,13,9,6,19,11,14,,,,,,,,,
,,Music teacher,S436,20,19,14,10,8,17,12,11,,,,,,,,,
,,Music teacher,S437,19,20,14,5,9,18,13,12,,,,,,,,,
,,Music teacher,S438,20,19,13,6,10,19,14,13,,,,,,,,,
,,Music teacher,S439,17,17,12,7,5,20,11,14,,,,,,,,,
,,Music teacher,S440,18,18,11,8,6,19,12,11,,,,,,,,,
,,Music teacher,S441,19,19,11,9,8,17,13,12,,,,,,,,,
,,Music teacher,S442,20,20,12,5,9,18,14,13,,,,,,,,,
,,Music teacher,S443,19,19,13,6,10,19,11,14,,,,,,,,,
,,Music teacher,S444,20,17,14,7,5,20,12,11,,,,,,,,,
,,Music teacher,S445,17,18,14,8,6,19,13,12,,,,,,,,,
,,Music teacher,S446,18,19,13,9,8,17,14,13,,,,,,,,,
,,Music teacher,S447,19,19,12,10,9,18,11,14,,,,,,,,,
,,Music teacher,S448,20,20,11,6,10,19,12,11,,,,,,,,,
,,Music teacher,S449,17,16,13,7,5,20,11,12,,,,,,,,,
,,Music teacher,S450,15,18,14,8,6,16,13,14,,,,,,,,,
10,,Actuary,S451,11,18,11,19,5,18,20,5,,,,,,,,,
,,Actuary,S452,13,19,13,17,6,19,18,6,,,,,,,,,
,,Actuary,S453,12,20,12,18,7,20,19,7,,,,,,,,,
,,Actuary,S454,14,19,14,19,8,17,20,8,,,,,,,,,
,,Actuary,S455,11,17,11,20,9,18,17,9,,,,,,,,,
,,Actuary,S456,13,18,13,19,10,18,18,10,,,,,,,,,
,,Actuary,S457,11,19,12,17,5,19,18,5,,,,,,,,,
,,Actuary,S458,13,20,14,18,6,20,19,6,,,,,,,,,
,,Actuary,S459,12,19,11,19,7,17,20,7,,,,,,,,,
,,Actuary,S460,14,17,13,20,8,18,17,8,,,,,,,,,
,,Actuary,S461,11,18,12,19,9,18,18,9,,,,,,,,,
,,Actuary,S462,13,19,14,17,10,19,18,10,,,,,,,,,
,,Actuary,S463,11,18,11,18,5,20,19,5,,,,,,,,,
,,Actuary,S464,13,19,13,19,6,17,20,6,,,,,,,,,
,,Actuary,S465,12,20,12,17,7,18,17,7,,,,,,,,,
,,Actuary,S466,14,19,14,18,8,18,18,8,,,,,,,,,
,,Actuary,S467,11,17,11,19,9,19,18,9,,,,,,,,,
,,Actuary,S468,13,18,13,20,10,20,19,10,,,,,,,,,
,,Actuary,S469,11,19,12,19,5,17,20,5,,,,,,,,,
,,Actuary,S470,13,20,14,17,6,19,17,6,,,,,,,,,
,,Actuary,S471,12,19,11,18,7,17,18,7,,,,,,,,,
,,Actuary,S472,14,17,13,19,8,16,18,8,,,,,,,,,
,,Actuary,S473,11,18,12,20,9,19,19,9,,,,,,,,,
,,Actuary,S474,13,19,14,19,10,17,20,10,,,,,,,,,
,,Actuary,S475,11,18,11,17,5,16,17,5,,,,,,,,,
,,Actuary,S476,13,19,13,18,6,19,18,6,,,,,,,,,
,,Actuary,S477,12,20,12,19,7,17,18,7,,,,,,,,,
,,Actuary,S478,14,19,14,17,8,16,19,8,,,,,,,,,
,,Actuary,S479,11,17,11,18,9,18,20,9,,,,,,,,,
,,Actuary,S480,13,18,13,19,10,19,17,10,,,,,,,,,
,,Actuary,S481,11,19,12,20,5,17,18,5,,,,,,,,,
,,Actuary,S482,13,20,14,19,6,16,18,6,,,,,,,,,
,,Actuary,S483,12,19,11,17,7,19,19,7,,,,,,,,,
,,Actuary,S484,14,17,13,18,8,17,20,8,,,,,,,,,
,,Actuary,S485,11,18,12,19,9,16,17,9,,,,,,,,,
,,Actuary,S486,13,19,14,20,10,18,18,10,,,,,,,,,
,,Actuary,S487,11,18,11,19,5,18,19,5,,,,,,,,,
,,Actuary,S488,13,19,13,17,6,18,19,6,,,,,,,,,
,,Actuary,S489,12,20,12,18,7,19,19,7,,,,,,,,,
,,Actuary,S490,14,19,14,19,8,20,19,8,,,,,,,,,
,,Actuary,S491,11,17,11,17,9,17,19,9,,,,,,,,,
,,Actuary,S492,13,18,13,18,5,18,19,5,,,,,,,,,
,,Actuary,S493,11,19,12,19,6,18,19,6,,,,,,,,,
,,Actuary,S494,13,20,14,20,7,19,19,7,,,,,,,,,
,,Actuary,S495,12,19,11,19,8,20,19,8,,,,,,,,,
,,Actuary,S496,14,17,13,17,9,17,17,9,,,,,,,,,
,,Actuary,S497,11,18,12,18,10,19,16,10,,,,,,,,,
,,Actuary,S498,13,19,14,19,6,17,19,6,,,,,,,,,
,,Actuary,S499,14,15,13,20,7,16,17,7,,,,,,,,,
,,Actuary,S500,11,17,14,19,8,18,16,8,,,,,,,,,
11,,Chartered Accountant,S501,12,5,12,18,7,19,13,5,,,,,,,,,
,,Chartered Accountant,S502,13,6,13,16,7,17,13,5,,,,,,,,,
,,Chartered Accountant,S503,14,7,14,17,7,16,13,6,,,,,,,,,
,,Chartered Accountant,S504,11,8,11,18,7,17,13,6,,,,,,,,,
,,Chartered Accountant,S505,14,9,14,19,7,19,13,5,,,,,,,,,
,,Chartered Accountant,S506,12,10,12,20,8,17,13,5,,,,,,,,,
,,Chartered Accountant,S507,13,5,13,15,7,16,13,6,,,,,,,,,
,,Chartered Accountant,S508,12,6,14,16,7,19,13,6,,,,,,,,,
,,Chartered Accountant,S509,13,7,14,17,9,17,13,5,,,,,,,,,
,,Chartered Accountant,S510,14,8,11,18,7,16,13,5,,,,,,,,,
,,Chartered Accountant,S511,11,9,14,19,7,17,13,6,,,,,,,,,
,,Chartered Accountant,S512,14,10,12,20,7,19,13,6,,,,,,,,,
,,Chartered Accountant,S513,12,5,13,15,5,17,13,5,,,,,,,,,
,,Chartered Accountant,S514,13,6,12,16,6,19,13,5,,,,,,,,,
,,Chartered Accountant,S515,12,7,14,17,7,17,13,6,,,,,,,,,
,,Chartered Accountant,S516,13,8,11,18,8,16,13,6,,,,,,,,,
,,Chartered Accountant,S517,14,9,14,19,7,17,13,5,,,,,,,,,
,,Chartered Accountant,S518,11,10,12,20,7,19,13,5,,,,,,,,,
,,Chartered Accountant,S519,14,5,13,15,9,17,13,6,,,,,,,,,
,,Chartered Accountant,S520,12,6,12,16,7,19,13,6,,,,,,,,,
,,Chartered Accountant,S521,13,7,14,17,7,17,13,5,,,,,,,,,
,,Chartered Accountant,S522,12,8,11,18,10,16,13,5,,,,,,,,,
,,Chartered Accountant,S523,13,9,14,19,7,17,13,6,,,,,,,,,
,,Chartered Accountant,S524,14,10,12,20,7,19,13,6,,,,,,,,,
,,Chartered Accountant,S525,11,5,13,15,8,17,13,5,,,,,,,,,
,,Chartered Accountant,S526,14,6,12,16,7,19,12,5,,,,,,,,,
,,Chartered Accountant,S527,12,7,14,17,7,17,12,6,,,,,,,,,
,,Chartered Accountant,S528,13,8,11,18,9,16,12,6,,,,,,,,,
,,Chartered Accountant,S529,12,9,14,19,7,17,12,5,,,,,,,,,
,,Chartered Accountant,S530,13,10,12,20,8,19,12,5,,,,,,,,,
,,Chartered Accountant,S531,14,5,13,15,7,17,12,6,,,,,,,,,
,,Chartered Accountant,S532,11,6,12,16,7,19,12,6,,,,,,,,,
,,Chartered Accountant,S533,14,7,14,17,9,17,12,5,,,,,,,,,
,,Chartered Accountant,S534,12,8,11,18,7,16,12,5,,,,,,,,,
,,Chartered Accountant,S535,13,9,14,19,7,17,12,6,,,,,,,,,
,,Chartered Accountant,S536,12,10,12,20,7,19,12,6,,,,,,,,,
,,Chartered Accountant,S537,13,5,13,15,8,17,12,5,,,,,,,,,
,,Chartered Accountant,S538,14,6,12,16,7,19,12,5,,,,,,,,,
,,Chartered Accountant,S539,11,7,14,17,7,17,12,6,,,,,,,,,
,,Chartered Accountant,S540,14,8,11,18,9,16,12,6,,,,,,,,,
,,Chartered Accountant,S541,12,9,14,19,7,17,12,5,,,,,,,,,
,,Chartered Accountant,S542,13,5,12,20,7,19,12,5,,,,,,,,,
,,Chartered Accountant,S543,12,6,13,15,8,17,12,6,,,,,,,,,
,,Chartered Accountant,S544,13,7,12,16,7,19,12,6,,,,,,,,,
,,Chartered Accountant,S545,14,8,14,17,7,17,12,5,,,,,,,,,
,,Chartered Accountant,S546,11,9,11,18,9,16,12,5,,,,,,,,,
,,Chartered Accountant,S547,14,10,14,19,7,17,12,6,,,,,,,,,
,,Chartered Accountant,S548,12,6,12,20,7,19,12,6,,,,,,,,,
,,Chartered Accountant,S549,13,7,13,19,6,17,12,7,,,,,,,,,
,,Chartered Accountant,S550,14,8,12,20,5,18,12,7,,,,,,,,,
12,,Computer analyst,S551,15,7,12,15,6,11,20,6,,,,,,,,,
,,Computer analyst,S552,16,6,13,16,5,11,15,6,,,,,,,,,
,,Computer analyst,S553,17,5,14,17,7,11,16,5,,,,,,,,,
,,Computer analyst,S554,18,7,11,18,6,11,17,5,,,,,,,,,
,,Computer analyst,S555,19,6,14,19,6,11,18,6,,,,,,,,,
,,Computer analyst,S556,20,5,12,20,5,11,19,6,,,,,,,,,
,,Computer analyst,S557,15,8,13,15,7,11,20,5,,,,,,,,,
,,Computer analyst,S558,16,7,12,16,6,11,15,5,,,,,,,,,
,,Computer analyst,S559,17,6,13,17,6,11,16,6,,,,,,,,,
,,Computer analyst,S560,18,5,14,18,5,11,17,6,,,,,,,,,
,,Computer analyst,S561,19,8,11,19,7,11,18,5,,,,,,,,,
,,Computer analyst,S562,20,7,14,20,6,11,19,6,,,,,,,,,
,,Computer analyst,S563,15,6,12,15,6,11,20,6,,,,,,,,,
,,Computer analyst,S564,16,5,13,16,5,12,15,5,,,,,,,,,
,,Computer analyst,S565,17,8,12,17,7,12,16,5,,,,,,,,,
,,Computer analyst,S566,18,7,13,18,6,12,17,6,,,,,,,,,
,,Computer analyst,S567,19,6,14,19,6,12,18,6,,,,,,,,,
,,Computer analyst,S568,20,5,11,20,5,12,19,5,,,,,,,,,
,,Computer analyst,S569,15,8,14,15,7,12,20,5,,,,,,,,,
,,Computer analyst,S570,16,7,12,16,6,12,15,6,,,,,,,,,
,,Computer analyst,S571,17,6,13,17,6,12,16,6,,,,,,,,,
,,Computer analyst,S572,18,5,12,18,5,12,17,5,,,,,,,,,
,,Computer analyst,S573,19,8,13,19,7,12,18,6,,,,,,,,,
,,Computer analyst,S574,20,7,14,20,6,12,19,6,,,,,,,,,
,,Computer analyst,S575,15,6,11,16,6,12,20,5,,,,,,,,,
,,Computer analyst,S576,16,5,14,15,5,12,15,5,,,,,,,,,
,,Computer analyst,S577,17,8,12,16,7,13,16,6,,,,,,,,,
,,Computer analyst,S578,18,7,13,17,6,13,17,6,,,,,,,,,
,,Computer analyst,S579,19,8,12,18,6,13,18,5,,,,,,,,,
,,Computer analyst,S580,20,9,13,19,5,13,19,5,,,,,,,,,
,,Computer analyst,S581,15,10,14,20,7,13,20,6,,,,,,,,,
,,Computer analyst,S582,16,5,11,15,6,13,15,6,,,,,,,,,
,,Computer analyst,S583,17,6,14,16,6,13,16,5,,,,,,,,,
,,Computer analyst,S584,18,7,12,17,5,13,17,6,,,,,,,,,
,,Computer analyst,S585,19,8,13,18,7,13,18,6,,,,,,,,,
,,Computer analyst,S586,20,9,12,19,6,13,19,5,,,,,,,,,
,,Computer analyst,S587,15,10,13,20,6,13,20,5,,,,,,,,,
,,Computer analyst,S588,16,5,14,15,5,13,15,6,,,,,,,,,
,,Computer analyst,S589,17,6,11,16,7,14,16,6,,,,,,,,,
,,Computer analyst,S590,18,7,14,17,6,14,17,5,,,,,,,,,
,,Computer analyst,S591,19,8,12,18,6,14,18,5,,,,,,,,,
,,Computer analyst,S592,20,9,13,19,5,14,19,6,,,,,,,,,
,,Computer analyst,S593,15,10,12,20,7,14,20,6,,,,,,,,,
,,Computer analyst,S594,16,5,13,15,6,14,15,5,,,,,,,,,
,,Computer analyst,S595,17,6,14,16,6,14,16,7,,,,,,,,,
,,Computer analyst,S596,18,7,11,17,5,14,17,7,,,,,,,,,
,,Computer analyst,S597,19,8,14,18,7,14,18,6,,,,,,,,,
,,Computer analyst,S598,20,9,12,19,6,14,19,5,,,,,,,,,
,,Computer analyst,S599,16,10,13,20,7,14,20,7,,,,,,,,,
,,Computer analyst,S600,17,8,14,17,9,14,16,7,,,,,,,,,
13,,Computer programmer,S601,19,8,8,15,5,13,11,10,,,,,,,,,
,,Computer programmer,S602,20,5,9,16,6,13,12,5,,,,,,,,,
,,Computer programmer,S603,18,6,10,17,7,13,13,6,,,,,,,,,
,,Computer programmer,S604,17,5,5,18,8,13,14,7,,,,,,,,,
,,Computer programmer,S605,15,6,6,19,9,13,14,8,,,,,,,,,
,,Computer programmer,S606,20,5,7,20,5,13,13,9,,,,,,,,,
,,Computer programmer,S607,19,6,8,15,6,13,12,10,,,,,,,,,
,,Computer programmer,S608,18,5,9,16,7,13,12,5,,,,,,,,,
,,Computer programmer,S609,17,6,10,17,8,13,11,6,,,,,,,,,
,,Computer programmer,S610,19,5,8,18,9,13,11,7,,,,,,,,,
,,Computer programmer,S611,20,6,9,19,5,13,12,8,,,,,,,,,
,,Computer programmer,S612,18,5,10,20,6,13,13,9,,,,,,,,,
,,Computer programmer,S613,17,6,5,15,7,13,14,10,,,,,,,,,
,,Computer programmer,S614,15,5,6,16,8,12,14,5,,,,,,,,,
,,Computer programmer,S615,20,6,7,17,9,12,13,6,,,,,,,,,
,,Computer programmer,S616,19,5,8,18,5,12,12,7,,,,,,,,,
,,Computer programmer,S617,18,6,9,19,6,12,12,8,,,,,,,,,
,,Computer programmer,S618,17,5,10,20,7,12,11,9,,,,,,,,,
,,Computer programmer,S619,19,6,8,15,8,12,11,10,,,,,,,,,
,,Computer programmer,S620,20,5,9,16,9,12,12,5,,,,,,,,,
,,Computer programmer,S621,18,6,10,17,5,12,13,6,,,,,,,,,
,,Computer programmer,S622,17,5,5,18,6,12,14,7,,,,,,,,,
,,Computer programmer,S623,15,6,6,19,7,12,14,8,,,,,,,,,
,,Computer programmer,S624,20,5,7,20,8,12,13,9,,,,,,,,,
,,Computer programmer,S625,19,6,8,15,9,12,12,10,,,,,,,,,
,,Computer programmer,S626,18,5,9,16,5,12,12,5,,,,,,,,,
,,Computer programmer,S627,17,6,10,17,6,12,11,6,,,,,,,,,
,,Computer programmer,S628,16,5,8,18,7,11,11,7,,,,,,,,,
,,Computer programmer,S629,15,6,9,19,8,11,12,8,,,,,,,,,
,,Computer programmer,S630,19,5,10,20,9,11,13,9,,,,,,,,,
,,Computer programmer,S631,18,6,5,15,5,11,14,10,,,,,,,,,
,,Computer programmer,S632,17,5,6,16,6,11,14,5,,,,,,,,,
,,Computer programmer,S633,16,6,7,17,7,11,13,6,,,,,,,,,
,,Computer programmer,S634,15,5,8,18,8,11,12,7,,,,,,,,,
,,Computer programmer,S635,19,6,9,19,9,11,12,8,,,,,,,,,
,,Computer programmer,S636,18,5,10,20,5,11,11,9,,,,,,,,,
,,Computer programmer,S637,17,6,8,15,6,11,11,10,,,,,,,,,
,,Computer programmer,S638,16,5,9,16,7,11,12,5,,,,,,,,,
,,Computer programmer,S639,15,6,10,17,8,11,13,6,,,,,,,,,
,,Computer programmer,S640,19,5,5,18,9,13,14,7,,,,,,,,,
,,Computer programmer,S641,18,6,6,19,5,13,14,8,,,,,,,,,
,,Computer programmer,S642,17,5,7,20,6,13,13,9,,,,,,,,,
,,Computer programmer,S643,16,6,8,15,7,13,12,10,,,,,,,,,
,,Computer programmer,S644,15,5,9,16,8,13,12,5,,,,,,,,,
,,Computer programmer,S645,19,6,10,17,9,13,11,6,,,,,,,,,
,,Computer programmer,S646,18,5,6,18,5,13,11,7,,,,,,,,,
,,Computer programmer,S647,17,6,7,19,6,13,11,8,,,,,,,,,
,,Computer programmer,S648,16,5,8,20,7,13,11,9,,,,,,,,,
,,Computer programmer,S649,15,6,9,16,8,13,11,8,,,,,,,,,
,,Computer programmer,S650,19,7,10,17,9,13,11,9,,,,,,,,,
14,,Database designer,S651,13,5,9,15,9,15,6,14,,,,,,,,,
,,Database designer,S652,12,6,9,15,9,16,6,14,,,,,,,,,
,,Database designer,S653,12,7,9,16,9,17,6,14,,,,,,,,,
,,Database designer,S654,12,8,9,16,9,20,6,14,,,,,,,,,
,,Database designer,S655,12,9,9,17,9,15,6,14,,,,,,,,,
,,Database designer,S656,12,10,9,17,9,17,6,14,,,,,,,,,
,,Database designer,S657,12,5,9,18,9,16,6,14,,,,,,,,,
,,Database designer,S658,12,6,9,18,9,15,6,14,,,,,,,,,
,,Database designer,S659,12,7,9,19,9,16,6,14,,,,,,,,,
,,Database designer,S660,12,8,9,19,9,17,9,14,,,,,,,,,
,,Database designer,S661,12,9,8,20,9,20,8,14,,,,,,,,,
,,Database designer,S662,12,10,8,20,9,15,8,14,,,,,,,,,
,,Database designer,S663,12,5,8,15,9,17,8,14,,,,,,,,,
,,Database designer,S664,12,6,8,15,9,16,8,14,,,,,,,,,
,,Database designer,S665,12,7,8,16,9,15,8,14,,,,,,,,,
,,Database designer,S666,11,8,6,16,9,16,6,14,,,,,,,,,
,,Database designer,S667,11,9,6,17,9,17,6,14,,,,,,,,,
,,Database designer,S668,11,10,6,17,8,20,6,14,,,,,,,,,
,,Database designer,S669,11,5,6,18,8,15,6,14,,,,,,,,,
,,Database designer,S670,11,6,6,18,8,17,6,14,,,,,,,,,
,,Database designer,S671,11,7,6,19,8,16,6,14,,,,,,,,,
,,Database designer,S672,11,8,6,19,8,15,6,14,,,,,,,,,
,,Database designer,S673,11,9,6,20,8,16,6,14,,,,,,,,,
,,Database designer,S674,11,10,5,20,8,17,5,14,,,,,,,,,
,,Database designer,S675,11,5,5,15,8,20,5,14,,,,,,,,,
,,Database designer,S676,11,6,5,15,8,15,5,14,,,,,,,,,
,,Database designer,S677,11,7,5,16,8,17,9,14,,,,,,,,,
,,Database designer,S678,13,8,5,16,8,16,8,14,,,,,,,,,
,,Database designer,S679,13,9,5,17,8,16,8,14,,,,,,,,,
,,Database designer,S680,13,10,10,17,8,15,8,14,,,,,,,,,
,,Database designer,S681,13,5,10,18,8,16,8,14,,,,,,,,,
,,Database designer,S682,13,6,10,18,8,17,8,14,,,,,,,,,
,,Database designer,S683,13,7,10,19,8,20,6,14,,,,,,,,,
,,Database designer,S684,13,8,10,19,8,15,6,14,,,,,,,,,
,,Database designer,S685,13,9,10,20,8,17,6,14,,,,,,,,,
,,Database designer,S686,13,10,10,20,8,16,6,14,,,,,,,,,
,,Database designer,S687,13,5,10,15,8,16,6,14,,,,,,,,,
,,Database designer,S688,13,6,5,15,8,15,6,14,,,,,,,,,
,,Database designer,S689,11,7,5,16,8,16,6,14,,,,,,,,,
,,Database designer,S690,12,8,6,16,8,17,6,14,,,,,,,,,
,,Database designer,S691,13,9,6,17,8,20,5,14,,,,,,,,,
,,Database designer,S692,14,10,7,17,7,15,5,14,,,,,,,,,
,,Database designer,S693,14,5,7,18,7,16,5,14,,,,,,,,,
,,Database designer,S694,13,6,5,18,7,15,6,14,,,,,,,,,
,,Database designer,S695,12,7,5,19,7,16,7,14,,,,,,,,,
,,Database designer,S696,11,8,6,19,7,17,5,14,,,,,,,,,
,,Database designer,S697,14,9,6,20,7,20,5,14,,,,,,,,,
,,Database designer,S698,13,10,7,20,7,15,5,14,,,,,,,,,
,,Database designer,S699,12,10,7,15,7,17,6,14,,,,,,,,,
,,Database designer,S700,11,9,6,16,7,16,7,14,,,,,,,,,
15,,Economist,S701,14,13,5,15,7,16,16,8,,,,,,,,,
,,Economist,S702,12,12,6,15,5,20,15,9,,,,,,,,,
,,Economist,S703,11,11,7,15,6,19,16,10,,,,,,,,,
,,Economist,S704,13,11,8,15,7,15,17,5,,,,,,,,,
,,Economist,S705,12,13,9,15,5,17,20,6,,,,,,,,,
,,Economist,S706,11,13,10,15,5,16,16,7,,,,,,,,,
,,Economist,S707,11,12,5,15,6,20,15,8,,,,,,,,,
,,Economist,S708,13,11,6,15,7,19,16,9,,,,,,,,,
,,Economist,S709,12,11,7,15,5,15,17,10,,,,,,,,,
,,Economist,S710,14,13,8,15,5,17,20,5,,,,,,,,,
,,Economist,S711,14,13,9,15,6,16,16,6,,,,,,,,,
,,Economist,S712,12,12,10,15,7,20,15,7,,,,,,,,,
,,Economist,S713,11,11,5,15,5,19,16,8,,,,,,,,,
,,Economist,S714,13,11,6,15,5,15,17,9,,,,,,,,,
,,Economist,S715,12,13,7,16,6,17,20,10,,,,,,,,,
,,Economist,S716,11,13,8,16,7,16,16,5,,,,,,,,,
,,Economist,S717,11,12,9,17,5,20,15,6,,,,,,,,,
,,Economist,S718,13,11,10,17,5,19,16,7,,,,,,,,,
,,Economist,S719,12,11,5,18,6,15,17,8,,,,,,,,,
,,Economist,S720,14,13,6,18,7,17,16,9,,,,,,,,,
,,Economist,S721,14,13,7,15,5,16,15,10,,,,,,,,,
,,Economist,S722,12,12,8,15,5,20,16,5,,,,,,,,,
,,Economist,S723,11,11,9,16,6,19,17,6,,,,,,,,,
,,Economist,S724,13,11,10,16,7,15,20,7,,,,,,,,,
,,Economist,S725,12,13,5,17,5,17,16,8,,,,,,,,,
,,Economist,S726,11,13,6,17,5,16,15,9,,,,,,,,,
,,Economist,S727,11,12,7,18,6,20,16,10,,,,,,,,,
,,Economist,S728,13,11,8,18,7,19,17,5,,,,,,,,,
,,Economist,S729,12,11,9,15,5,15,20,6,,,,,,,,,
,,Economist,S730,14,13,10,15,5,17,16,7,,,,,,,,,
,,Economist,S731,14,13,5,16,6,16,15,8,,,,,,,,,
,,Economist,S732,12,12,6,16,7,20,16,9,,,,,,,,,
,,Economist,S733,11,11,7,17,5,19,17,10,,,,,,,,,
,,Economist,S734,13,11,8,17,5,15,20,5,,,,,,,,,
,,Economist,S735,12,13,9,18,6,17,16,6,,,,,,,,,
,,Economist,S736,11,13,10,18,7,16,15,7,,,,,,,,,
,,Economist,S737,11,12,5,15,5,20,16,8,,,,,,,,,
,,Economist,S738,13,11,6,15,5,19,17,9,,,,,,,,,
,,Economist,S739,12,11,7,16,6,15,20,10,,,,,,,,,
,,Economist,S740,14,13,8,16,7,17,16,5,,,,,,,,,
,,Economist,S741,14,13,9,17,5,16,15,6,,,,,,,,,
,,Economist,S742,12,12,10,17,5,20,16,7,,,,,,,,,
,,Economist,S743,11,11,5,18,6,19,17,8,,,,,,,,,
,,Economist,S744,13,11,6,18,7,15,20,9,,,,,,,,,
,,Economist,S745,12,13,7,16,5,17,16,10,,,,,,,,,
,,Economist,S746,11,13,8,17,5,16,15,5,,,,,,,,,
,,Economist,S747,11,12,9,17,6,20,16,6,,,,,,,,,
,,Economist,S748,13,11,10,18,7,19,17,7,,,,,,,,,
,,Economist,S749,12,11,5,18,5,15,20,10,,,,,,,,,
,,Economist,S750,14,13,7,19,7,17,17,8,,,,,,,,,
16,,Librarian,S751,11,5,16,20,12,13,17,6,,,,,,,,,
,,Librarian,S752,12,5,20,19,11,13,17,5,,,,,,,,,
,,Librarian,S753,13,6,19,15,11,13,17,6,,,,,,,,,
,,Librarian,S754,14,5,15,17,13,13,17,6,,,,,,,,,
,,Librarian,S755,13,5,17,16,13,13,17,7,,,,,,,,,
,,Librarian,S756,12,5,16,20,12,13,17,8,,,,,,,,,
,,Librarian,S757,11,6,20,19,12,13,17,6,,,,,,,,,
